index,Unnamed: 0,tweetID,tweetText,tweetRetweetCt,tweetFavoriteCt,tweetSource,tweetCreated,userID,userScreen,userName,userCreateDt,userDesc,userLocation,SumRetweetFavorite,is Noise,pos_count,PRetweetFavoriteWeight,neg_count,NRetweetFavoriteWeight,sentiment,clean text,tokens,KeyWords,saudiLocations,reqKeywords,sentiment_codes,translated_keywords
23,23,1509229344027197451,كل الشكر والتقدير لمقام #هيئة_الرقابة_ومكافحة_الفساد على طرحهم  الأكثر من رائع ، كان لقاء فعّال وجميل . https://t.co/zrhBKUMpqX,0,1,Twitter for iPhone,2022-03-30 18:01:30+00:00,1484385684081184768,Ms_hwazin,﮼هوازن﮼ ﮼بنت﮼ ﮼مانع﮼❥⚖️,2022-01-21 04:42:09+00:00,بكالوريوس الشريعة جامعة الإمام محمد بن سعود.. دبلوم عالي محاماة..~انا لست كغيري وغيري ليس أنا كيفما أكون لايشبهني الآخرون .. ~⚖️محامية المستقبل ⚖️,الرياض,1,ok,5,5,0,0,Positive,كل الشكر والتقدير لمقام هيئه الرقابه ومكافحه الفساد علي طرحهم الاكثر من رائع كان لقاء فعّال وجميل,"['كل', 'الشكر', 'والتقدير', 'لمقام', 'هيئه', 'الرقابه', 'ومكافحه', 'الفساد', 'علي', 'طرحهم', 'الاكثر', 'من', 'رائع', 'كان', 'لقاء', 'فع', 'ال', 'وجميل']","الشكر, والتقدير, لمقام, هيئه, الرقابه, ومكافحه, الفساد, طرحهم, الاكثر, رائع, لقاء, فع, وجميل",الرياض,Corruption,1,"Thanks, appreciation, to place, body, control, control, fight, corruption, put them, most, wonderful, meeting, and beautiful"
19,19,1509241083104047108,"@FahadAlJalajel 
#معالي_وزير_الصحه 
#هيئة_الرقابة_ومكافحة_الفساد 
#وزارة_الصحه٩٣٧ 
 وافده بمركزي صحي الأفلاج تخالف… https://t.co/sD3oxYLjYY",1,1,Twitter for iPhone,2022-03-30 18:48:09+00:00,2838370999,ayeed818,عايض الودعاني,2014-10-02 19:40:04+00:00,من توكل على الله كفاه  لا تعجبن بدنيا أنت تاركها كم نالها من ملوك ثم قد ذهبوا,المملكة العربية السعودية,2,ok,1,2,0,0,Positive,معالي وزير الصحه هيئه الرقابه ومكافحه الفساد وزاره الصحه وافده بمركزي صحي الافلاج تخالف,"['معالي', 'وزير', 'الصحه', 'هيئه', 'الرقابه', 'ومكافحه', 'الفساد', 'وزاره', 'الصحه', 'وافده', 'بمركزي', 'صحي', 'الافلاج', 'تخالف']","معالي, وزير, الصحه, هيئه, الرقابه, ومكافحه, الفساد, وزاره, الصحه, وافده, بمركزي, صحي, الافلاج, تخالف",لمملكة العربية السعودية,Health,1,"HE, Minister, Health, His Excellency, Control, Fry, Corruption, Ministry, Health, His Excellency, Central, Healthy, Aflaj, Violation"
18,18,1509241211466432516,"RT @ayeed818: @FahadAlJalajel 
#معالي_وزير_الصحه 
#هيئة_الرقابة_ومكافحة_الفساد 
#وزارة_الصحه٩٣٧ 
 وافده بمركزي صحي الأفلاج تخالف الماده الث…",1,0,Twitter for iPhone,2022-03-30 18:48:39+00:00,2838370999,ayeed818,عايض الودعاني,2014-10-02 19:40:04+00:00,من توكل على الله كفاه  لا تعجبن بدنيا أنت تاركها كم نالها من ملوك ثم قد ذهبوا,المملكة العربية السعودية,1,ok,0,0,0,0,Neutral,معالي وزير الصحه هيئه الرقابه ومكافحه الفساد وزاره الصحه وافده بمركزي صحي الافلاج تخالف الماده الث,"['معالي', 'وزير', 'الصحه', 'هيئه', 'الرقابه', 'ومكافحه', 'الفساد', 'وزاره', 'الصحه', 'وافده', 'بمركزي', 'صحي', 'الافلاج', 'تخالف', 'الماده', 'الث']","معالي, وزير, الصحه, هيئه, الرقابه, ومكافحه, الفساد, وزاره, الصحه, وافده, بمركزي, صحي, الافلاج, تخالف, الماده, الث",لمملكة العربية السعودية,Health,0,"His Excellency, Minister, Health, His Excellency, Control, Corruption, Ministry of Corruption, Health, His Excellency, Central, Healthy, Aflaj, Violation, Article"
16,16,1509285911682502657,@Mobily1100 ممكن احد يفهمني كيف تستقطعون رسوم خدمة رنان من حسابي هي مجاناً لعملاء راقي ، رفعت شكوي و اجبتم تم حل ال… https://t.co/7SwyL51gev,0,0,Twitter for iPhone,2022-03-30 21:46:17+00:00,371501991,alaredh,أ.فايز محمد العارضي,2011-09-11 00:12:48+00:00,,"Al Khobar, Eastern",0,ok,0,0,2,2,Negative,ممكن احد يفهمني كيف تستقطعون رسوم خدمه رنان من حسابي هي مجاناً لعملاء راقي رفعت شكوي اجبتم تم حل ال,"['ممكن', 'احد', 'يفهمني', 'كيف', 'تستقطعون', 'رسوم', 'خدمه', 'رنان', 'من', 'حسابي', 'هي', 'مجانا', 'لعملاء', 'راقي', 'رفعت', 'شكوي', 'اجبتم', 'تم', 'حل', 'ال']","ممكن, احد, يفهمني, كيف, تستقطعون, رسوم, خدمه, رنان, حسابي, مجانا, لعملاء, راقي, رفعت, شكوي, اجبتم, حل",Eastern,Others,-1,"Possible, one, understands me, how, stirring, fee, service, resonance, your account, free, for customers, sophisticated, upgraded, doubt, solution"
0,0,1509462736006266881,#هيئة_الرقابة_ومكافحة_الفساد تباشر عدداً من القضايا الجنائية والإدارية خلال شهر شعبان 1443 هـ https://t.co/aQtkQZrMGv,469,469,Twitter Web App,2022-03-31 09:28:55+00:00,522071052,nazaha_gov_sa,هيئة الرقابة ومكافحة الفساد,2012-03-12 08:24:20+00:00,الحساب الرسمي لهيئة الرقابة ومكافحة الفساد (نزاهة)، ويسعدنا تلقي استفساراتكم عبر حساب @nazaha_care، كما يمكنكم متابعة حسابنا باللغة الانجليزية @nazaha_en,المملكة العربية السعودية,938,ok,1,938,0,0,Positive,هيئه الرقابه ومكافحه الفساد تباشر عدداً من القضايا الجنائيه والاداريه خلال شهر شعبان,"['هيئه', 'الرقابه', 'ومكافحه', 'الفساد', 'تباشر', 'عددا', 'من', 'القضايا', 'الجنائيه', 'والاداريه', 'خلال', 'شهر', 'شعبان']","هيئه, الرقابه, ومكافحه, الفساد, تباشر, عددا, القضايا, الجنائيه, والاداريه, شهر, شعبان",لمملكة العربية السعودية,Corruption,1,"Creates, control, fight, corruption, beginning, number, issues, criminal, administrative, month, Shaaban"
2,2,1509924588779679756,#هيئة_الرقابة_ومكافحة_الفساد تهنئكم بحلول شهر #رمضان المبارك. https://t.co/ou5ltTd6EB,52,67,Twitter Web App,2022-04-01 16:04:09+00:00,522071052,nazaha_gov_sa,هيئة الرقابة ومكافحة الفساد,2012-03-12 08:24:20+00:00,الحساب الرسمي لهيئة الرقابة ومكافحة الفساد (نزاهة)، ويسعدنا تلقي استفساراتكم عبر حساب @nazaha_care، كما يمكنكم متابعة حسابنا باللغة الانجليزية @nazaha_en,المملكة العربية السعودية,119,ok,3,357,1,119,Positive,هيئه الرقابه ومكافحه الفساد تهنئكم بحلول شهر رمضان المبارك,"['هيئه', 'الرقابه', 'ومكافحه', 'الفساد', 'تهنئكم', 'بحلول', 'شهر', 'رمضان', 'المبارك']","هيئه, الرقابه, ومكافحه, الفساد, تهنئكم, بحلول, شهر, رمضان, المبارك",لمملكة العربية السعودية,Corruption,1,"His body, control, fight, corruption, congratulations, by, month, Ramadan, blessed"
1,1,1509924995522306071,معالي رئيس #هيئة_الرقابة_ومكافحة_الفساد يهنئ القيادة الرشيدة بمناسبة حلول شهر #رمضان المبارك. https://t.co/ov1CEPY1y0,113,168,Twitter Web App,2022-04-01 16:05:46+00:00,522071052,nazaha_gov_sa,هيئة الرقابة ومكافحة الفساد,2012-03-12 08:24:20+00:00,الحساب الرسمي لهيئة الرقابة ومكافحة الفساد (نزاهة)، ويسعدنا تلقي استفساراتكم عبر حساب @nazaha_care، كما يمكنكم متابعة حسابنا باللغة الانجليزية @nazaha_en,المملكة العربية السعودية,281,ok,3,843,1,281,Positive,معالي رئيس هيئه الرقابه ومكافحه الفساد يهنئ القياده الرشيده بمناسبه حلول شهر رمضان المبارك,"['معالي', 'رئيس', 'هيئه', 'الرقابه', 'ومكافحه', 'الفساد', 'يهنئ', 'القياده', 'الرشيده', 'بمناسبه', 'حلول', 'شهر', 'رمضان', 'المبارك']","معالي, رئيس, هيئه, الرقابه, ومكافحه, الفساد, يهنئ, القياده, الرشيده, بمناسبه, حلول, شهر, رمضان, المبارك",لمملكة العربية السعودية,Corruption,1,"HE, president, body, control, fight, corruption, congratulations, leadership, rational, on, Solution, month, Ramadan, blessed"
163,99,1510032891933343744,RT @nazaha_gov_sa: #هيئة_الرقابة_ومكافحة_الفساد تباشر عدداً من القضايا الجنائية والإدارية خلال شهر شعبان 1443 هـ https://t.co/aQtkQZrMGv,466,0,Twitter for Android,2022-04-01 23:14:31+00:00,1064980748372008960,armritsa,ARMRITSA,2018-11-20 20:36:11+00:00,,المملكة العربية السعودية,466,ok,1,466,0,0,Positive,هيئه الرقابه ومكافحه الفساد تباشر عدداً من القضايا الجنائيه والاداريه خلال شهر شعبان,"['هيئه', 'الرقابه', 'ومكافحه', 'الفساد', 'تباشر', 'عددا', 'من', 'القضايا', 'الجنائيه', 'والاداريه', 'خلال', 'شهر', 'شعبان']","هيئه, الرقابه, ومكافحه, الفساد, تباشر, عددا, القضايا, الجنائيه, والاداريه, شهر, شعبان",لمملكة العربية السعودية,Corruption,1,"Creates, control, fight, corruption, beginning, number, issues, criminal, administrative, month, Shaaban"
157,93,1510057297485172749,"RT @safety_aba: #صاحب_العمل
نتيجة دعم الدولة للمنشآت تتوسع الاعمال وتتوالد الوظائف داخل منشأتك
إن اختيارك توظيف المواطنين على الوظائف يعتبر…",1,0,Twitter for iPhone,2022-04-02 00:51:29+00:00,417632626,safety_aba,🇸🇦Safety🇸🇦🇦🇪🇸🇦 🇦🇪🇸🇦,2011-11-21 05:49:37+00:00,#الحمدلله_على_تمكينة,Riyadh,1,ok,1,1,1,1,Neutral,صاحب العمل نتيجه دعم الدوله للمنشات تتوسع الاعمال وتتوالد الوظائف داخل منشاتك ان اختيارك توظيف المواطنين علي الوظائف يعتبر,"['صاحب', 'العمل', 'نتيجه', 'دعم', 'الدوله', 'للمنشات', 'تتوسع', 'الاعمال', 'وتتوالد', 'الوظائف', 'داخل', 'منشاتك', 'ان', 'اختيارك', 'توظيف', 'المواطنين', 'علي', 'الوظائف', 'يعتبر']","صاحب, العمل, نتيجه, دعم, الدوله, للمنشات, تتوسع, الاعمال, وتتوالد, الوظائف, داخل, منشاتك, اختيارك, توظيف, المواطنين, الوظائف, يعتبر",Riyadh,Others,0,"Holder, work, support, state, for facilities, expand, business, dynamic, jobs, inside, your facilities, your choice, employment, citizens, jobs,"
155,91,1510079372799193094,RT @nazaha_gov_sa: معالي رئيس #هيئة_الرقابة_ومكافحة_الفساد يهنئ القيادة الرشيدة بمناسبة حلول شهر #رمضان المبارك. https://t.co/ov1CEPY1y0,113,0,Twitter for iPhone,2022-04-02 02:19:13+00:00,794234401483792386,saif_383300,عبدالله السيف,2016-11-03 17:46:52+00:00,,"الزلفي, المملكة العربية السعودية",113,ok,3,339,1,113,Positive,معالي رئيس هيئه الرقابه ومكافحه الفساد يهنئ القياده الرشيده بمناسبه حلول شهر رمضان المبارك,"['معالي', 'رئيس', 'هيئه', 'الرقابه', 'ومكافحه', 'الفساد', 'يهنئ', 'القياده', 'الرشيده', 'بمناسبه', 'حلول', 'شهر', 'رمضان', 'المبارك']","معالي, رئيس, هيئه, الرقابه, ومكافحه, الفساد, يهنئ, القياده, الرشيده, بمناسبه, حلول, شهر, رمضان, المبارك",لمملكة العربية السعودية,Corruption,1,"HE, president, body, control, fight, corruption, congratulations, leadership, rational, on, Solution, month, Ramadan, blessed"
152,88,1510109084992876549,RT @nazaha_gov_sa: معالي رئيس #هيئة_الرقابة_ومكافحة_الفساد يهنئ القيادة الرشيدة بمناسبة حلول شهر #رمضان المبارك. https://t.co/ov1CEPY1y0,113,0,Twitter for Android,2022-04-02 04:17:16+00:00,1294858444097425409,SaudiVisonary,🇸🇦🕊️ـم كو لـ ـو ـكـ ـي🦚🌍,2020-08-16 04:48:17+00:00,اللهم اجعل لي منك #نور واجعلني في #ناي_يـس #مستنير🤍 🕊️It's Me and everyknowledge ends by CAL  #صواع_سواح,🕴️Middle🎱Earth🇸🇦,113,ok,3,339,1,113,Positive,معالي رئيس هيئه الرقابه ومكافحه الفساد يهنئ القياده الرشيده بمناسبه حلول شهر رمضان المبارك,"['معالي', 'رئيس', 'هيئه', 'الرقابه', 'ومكافحه', 'الفساد', 'يهنئ', 'القياده', 'الرشيده', 'بمناسبه', 'حلول', 'شهر', 'رمضان', 'المبارك']","معالي, رئيس, هيئه, الرقابه, ومكافحه, الفساد, يهنئ, القياده, الرشيده, بمناسبه, حلول, شهر, رمضان, المبارك",🇸🇦,Corruption,1,"HE, president, body, control, fight, corruption, congratulations, leadership, rational, on, Solution, month, Ramadan, blessed"
149,85,1510215979032326147,RT @nazaha_gov_sa: معالي رئيس #هيئة_الرقابة_ومكافحة_الفساد يهنئ القيادة الرشيدة بمناسبة حلول شهر #رمضان المبارك. https://t.co/ov1CEPY1y0,113,0,Twitter for Android,2022-04-02 11:22:02+00:00,846640443261628416,msharii_38,أبو بدر_أتحادي_صميم🐆,2017-03-28 08:29:46+00:00,لا تنسونها من دعاءكم ودعواتكم الطيبة والصادقة للوالدة🙏🏿😢 ولا يوريكم مكروه في غالي🙏🏿 وتحياتي للجميع✋🏿🥀,السعودية,113,ok,3,339,1,113,Positive,معالي رئيس هيئه الرقابه ومكافحه الفساد يهنئ القياده الرشيده بمناسبه حلول شهر رمضان المبارك,"['معالي', 'رئيس', 'هيئه', 'الرقابه', 'ومكافحه', 'الفساد', 'يهنئ', 'القياده', 'الرشيده', 'بمناسبه', 'حلول', 'شهر', 'رمضان', 'المبارك']","معالي, رئيس, هيئه, الرقابه, ومكافحه, الفساد, يهنئ, القياده, الرشيده, بمناسبه, حلول, شهر, رمضان, المبارك",السعودية,Corruption,1,"HE, president, body, control, fight, corruption, congratulations, leadership, rational, on, Solution, month, Ramadan, blessed"
147,83,1510240749799055362,RT @BmsKsa: #هيئة_الرقابة_ومكافحة_الفساد تباشر عدداً من القضايا الجنائية والإدارية خلال شهر شعبان 1443 هـ. https://t.co/tlZ74RHyXG,68,0,Twitter for Android,2022-04-02 13:00:28+00:00,1169710712610086912,staywithme50,ريمي🌧💕,2019-09-05 20:35:56+00:00,"‏‏‏‏‏‏‏‏‏‏‏‏‏‏ميلاد حلم ١/١/٢٠٢٠
اثنان فيني يَكسران ولا يُكسران (كرامتي+قلمي) 
‎‎‎‎‎‎‎‎#كاتبة","جدة, المملكة العربية السعودية",68,ok,1,68,0,0,Positive,هيئه الرقابه ومكافحه الفساد تباشر عدداً من القضايا الجنائيه والاداريه خلال شهر شعبان,"['هيئه', 'الرقابه', 'ومكافحه', 'الفساد', 'تباشر', 'عددا', 'من', 'القضايا', 'الجنائيه', 'والاداريه', 'خلال', 'شهر', 'شعبان']","هيئه, الرقابه, ومكافحه, الفساد, تباشر, عددا, القضايا, الجنائيه, والاداريه, شهر, شعبان",لمملكة العربية السعودية,Corruption,1,"Creates, control, fight, corruption, beginning, number, issues, criminal, administrative, month, Shaaban"
143,79,1510258248632475650,RT @nazaha_gov_sa: معالي رئيس #هيئة_الرقابة_ومكافحة_الفساد يهنئ القيادة الرشيدة بمناسبة حلول شهر #رمضان المبارك. https://t.co/ov1CEPY1y0,113,0,Twitter for iPhone,2022-04-02 14:10:00+00:00,3228515796,Alsami82,Ali-hakami🇸🇦⚖️,2015-05-28 02:27:37+00:00,في زاوية صغيرة، بين الرغبة وعدم الاهتمام أنشأت لنفسي حياة لا بأس بها…,فوق هام السحب,113,ok,3,339,1,113,Positive,معالي رئيس هيئه الرقابه ومكافحه الفساد يهنئ القياده الرشيده بمناسبه حلول شهر رمضان المبارك,"['معالي', 'رئيس', 'هيئه', 'الرقابه', 'ومكافحه', 'الفساد', 'يهنئ', 'القياده', 'الرشيده', 'بمناسبه', 'حلول', 'شهر', 'رمضان', 'المبارك']","معالي, رئيس, هيئه, الرقابه, ومكافحه, الفساد, يهنئ, القياده, الرشيده, بمناسبه, حلول, شهر, رمضان, المبارك",فوق هام السحب,Corruption,1,"HE, president, body, control, fight, corruption, congratulations, leadership, rational, on, Solution, month, Ramadan, blessed"
142,78,1510258265988415495,RT @nazaha_gov_sa: #هيئة_الرقابة_ومكافحة_الفساد تهنئكم بحلول شهر #رمضان المبارك. https://t.co/ou5ltTd6EB,52,0,Twitter for iPhone,2022-04-02 14:10:04+00:00,3228515796,Alsami82,Ali-hakami🇸🇦⚖️,2015-05-28 02:27:37+00:00,في زاوية صغيرة، بين الرغبة وعدم الاهتمام أنشأت لنفسي حياة لا بأس بها…,فوق هام السحب,52,ok,3,156,1,52,Positive,هيئه الرقابه ومكافحه الفساد تهنئكم بحلول شهر رمضان المبارك,"['هيئه', 'الرقابه', 'ومكافحه', 'الفساد', 'تهنئكم', 'بحلول', 'شهر', 'رمضان', 'المبارك']","هيئه, الرقابه, ومكافحه, الفساد, تهنئكم, بحلول, شهر, رمضان, المبارك",فوق هام السحب,Corruption,1,"His body, control, fight, corruption, congratulations, by, month, Ramadan, blessed"
140,76,1510268557418020865,RT @nazaha_gov_sa: #هيئة_الرقابة_ومكافحة_الفساد تهنئكم بحلول شهر #رمضان المبارك. https://t.co/ou5ltTd6EB,52,0,Twitter for iPhone,2022-04-02 14:50:58+00:00,403722510,Fahad_Mutairi2,فـ هـــد,2011-11-02 22:23:25+00:00,إللهم آجعلني ممن لا يفعل إلا خير ولا يقول إلا خير ولآ يُذكر إلا بالخير 💎💙..',KSA,52,ok,3,156,1,52,Positive,هيئه الرقابه ومكافحه الفساد تهنئكم بحلول شهر رمضان المبارك,"['هيئه', 'الرقابه', 'ومكافحه', 'الفساد', 'تهنئكم', 'بحلول', 'شهر', 'رمضان', 'المبارك']","هيئه, الرقابه, ومكافحه, الفساد, تهنئكم, بحلول, شهر, رمضان, المبارك",ksa,Corruption,1,"His body, control, fight, corruption, congratulations, by, month, Ramadan, blessed"
139,75,1510270075542114315,"RT @SPAregions: رئيس #هيئة_الرقابة_ومكافحة_الفساد يرفع التهنئة للقيادة بمناسبة حلول شهر #رمضان المبارك.
https://t.co/K2f9pK994Y
#واس_عام ht…",45,0,Twitter for Android,2022-04-02 14:57:00+00:00,1260688476900601857,s3DTkFLwLQYNy6J,السامي Alsami,2020-05-13 21:49:08+00:00,"مهتم بالسوق السعودي
والاستثمار.واعشق الأدب العربي.
الحمد لله حمدا كثيرا طيبا مباركا فيه.",المملكة العربية السعودية,45,ok,3,135,1,45,Positive,رئيس هيئه الرقابه ومكافحه الفساد يرفع التهنئه للقياده بمناسبه حلول شهر رمضان المبارك واس عام,"['رئيس', 'هيئه', 'الرقابه', 'ومكافحه', 'الفساد', 'يرفع', 'التهنئه', 'للقياده', 'بمناسبه', 'حلول', 'شهر', 'رمضان', 'المبارك', 'واس', 'عام']","رئيس, هيئه, الرقابه, ومكافحه, الفساد, يرفع, التهنئه, للقياده, بمناسبه, حلول, شهر, رمضان, المبارك, واس, عام",لمملكة العربية السعودية,Corruption,1,"Head, body, control, combing, corruption, raising, congratulations, leadership, on, solutions, month, Ramadan, blessed, sapa"
137,73,1510295624960331776,RT @nazaha_gov_sa: معالي رئيس #هيئة_الرقابة_ومكافحة_الفساد يهنئ القيادة الرشيدة بمناسبة حلول شهر #رمضان المبارك. https://t.co/ov1CEPY1y0,113,0,Twitter for iPhone,2022-04-02 16:38:31+00:00,2909185400,AssirGroop,الاعلامي سعيد الشهراني,2014-11-24 14:50:56+00:00,مجموعة أسير للدعاية والاعلان الرقمية في قنوات التواصل الاجتماعي,مكة المكرمة,113,ok,3,339,1,113,Positive,معالي رئيس هيئه الرقابه ومكافحه الفساد يهنئ القياده الرشيده بمناسبه حلول شهر رمضان المبارك,"['معالي', 'رئيس', 'هيئه', 'الرقابه', 'ومكافحه', 'الفساد', 'يهنئ', 'القياده', 'الرشيده', 'بمناسبه', 'حلول', 'شهر', 'رمضان', 'المبارك']","معالي, رئيس, هيئه, الرقابه, ومكافحه, الفساد, يهنئ, القياده, الرشيده, بمناسبه, حلول, شهر, رمضان, المبارك",مكة,Corruption,1,"HE, president, body, control, fight, corruption, congratulations, leadership, rational, on, Solution, month, Ramadan, blessed"
135,71,1510332057704177670,"RT @sdooq_s: #هيئة_الرقابة_ومكافحة_الفساد
هالنوعيه حذرين
واتوقع باقي ماخلصوا ركزوا عليهم
بعضهم مصادقين حقين المندي والمطابخ
ومحلات الملابس…",82,0,Twitter for iPhone,2022-04-02 19:03:17+00:00,1480342596056715267,therarelady_,ٰ,2022-01-10 00:56:29+00:00,ناشطه في حقوق المرأه والطفل #MBS وطنجيه بدرجة امتياز/محامية في المستقبل ⚖️👩🏻‍⚖️احتياطي @amzaki_,"Hafr Al Batin, Kingdom of Saudi Arabia",82,ok,0,0,2,164,Negative,هيئه الرقابه ومكافحه الفساد هالنوعيه حذرين واتوقع باقي ماخلصوا ركزوا عليهم بعضهم مصادقين حقين المندي والمطابخ ومحلات الملابس,"['هيئه', 'الرقابه', 'ومكافحه', 'الفساد', 'هالنوعيه', 'حذرين', 'واتوقع', 'باقي', 'ماخلصوا', 'ركزوا', 'عليهم', 'بعضهم', 'مصادقين', 'حقين', 'المندي', 'والمطابخ', 'ومحلات', 'الملابس']","هيئه, الرقابه, ومكافحه, الفساد, هالنوعيه, حذرين, واتوقع, باقي, ماخلصوا, ركزوا, بعضهم, مصادقين, حقين, المندي, والمطابخ, ومحلات, الملابس",Hafr Al Batin,Corruption,-1,"His struggle, anti-corruption, corruption, hood, careful, expect, rest, walk, focus, some of them, guidencies, elements, kitchens, shops, clothes"
134,70,1510333198508646412,RT @nazaha_gov_sa: معالي رئيس #هيئة_الرقابة_ومكافحة_الفساد يهنئ القيادة الرشيدة بمناسبة حلول شهر #رمضان المبارك. https://t.co/ov1CEPY1y0,113,0,Twitter for Android,2022-04-02 19:07:49+00:00,2438663522,saeedmohamedsal,Saeed Mohamed Salman,2014-04-11 15:12:36+00:00,"مصرى محب لوطنه ومسلم محب لدينه وعائل
محب لعائلته",المملكة العربية السعودية,113,ok,3,339,1,113,Positive,معالي رئيس هيئه الرقابه ومكافحه الفساد يهنئ القياده الرشيده بمناسبه حلول شهر رمضان المبارك,"['معالي', 'رئيس', 'هيئه', 'الرقابه', 'ومكافحه', 'الفساد', 'يهنئ', 'القياده', 'الرشيده', 'بمناسبه', 'حلول', 'شهر', 'رمضان', 'المبارك']","معالي, رئيس, هيئه, الرقابه, ومكافحه, الفساد, يهنئ, القياده, الرشيده, بمناسبه, حلول, شهر, رمضان, المبارك",لمملكة العربية السعودية,Corruption,1,"HE, president, body, control, fight, corruption, congratulations, leadership, rational, on, Solution, month, Ramadan, blessed"
132,68,1510349052122210312,RT @nazaha_gov_sa: معالي رئيس #هيئة_الرقابة_ومكافحة_الفساد يهنئ القيادة الرشيدة بمناسبة حلول شهر #رمضان المبارك. https://t.co/ov1CEPY1y0,113,0,Twitter for Android,2022-04-02 20:10:49+00:00,746976644510945280,habajawi,هاني,2016-06-26 08:01:25+00:00,"ماجستير القانون العام ،( على قدر الهدف يكون الانطلاق ) .
الكلام مرآة العقل .", السعودية - جازان - الرياض ,113,ok,3,339,1,113,Positive,معالي رئيس هيئه الرقابه ومكافحه الفساد يهنئ القياده الرشيده بمناسبه حلول شهر رمضان المبارك,"['معالي', 'رئيس', 'هيئه', 'الرقابه', 'ومكافحه', 'الفساد', 'يهنئ', 'القياده', 'الرشيده', 'بمناسبه', 'حلول', 'شهر', 'رمضان', 'المبارك']","معالي, رئيس, هيئه, الرقابه, ومكافحه, الفساد, يهنئ, القياده, الرشيده, بمناسبه, حلول, شهر, رمضان, المبارك",السعودية,Corruption,1,"HE, president, body, control, fight, corruption, congratulations, leadership, rational, on, Solution, month, Ramadan, blessed"
131,67,1510352742820294657,"RT @SPAregions: رئيس #هيئة_الرقابة_ومكافحة_الفساد يرفع التهنئة للقيادة بمناسبة حلول شهر #رمضان المبارك.
https://t.co/K2f9pK994Y
#واس_عام ht…",45,0,Twitter for iPhone,2022-04-02 20:25:29+00:00,807598006748975105,musa_surur,الشيخ الشاعر موسى بن سرور,2016-12-10 14:49:04+00:00,مدير عام منتدى الموقع الوطني للاشعار الملكيه الوطنيه,"القصيم, المملكة العربية السعودية",45,ok,3,135,1,45,Positive,رئيس هيئه الرقابه ومكافحه الفساد يرفع التهنئه للقياده بمناسبه حلول شهر رمضان المبارك واس عام,"['رئيس', 'هيئه', 'الرقابه', 'ومكافحه', 'الفساد', 'يرفع', 'التهنئه', 'للقياده', 'بمناسبه', 'حلول', 'شهر', 'رمضان', 'المبارك', 'واس', 'عام']","رئيس, هيئه, الرقابه, ومكافحه, الفساد, يرفع, التهنئه, للقياده, بمناسبه, حلول, شهر, رمضان, المبارك, واس, عام",لمملكة العربية السعودية,Corruption,1,"Head, body, control, combing, corruption, raising, congratulations, leadership, on, solutions, month, Ramadan, blessed, sapa"
130,66,1510372264444940297,"RT @SPAregions: رئيس #هيئة_الرقابة_ومكافحة_الفساد يرفع التهنئة للقيادة بمناسبة حلول شهر #رمضان المبارك.
https://t.co/K2f9pK994Y
#واس_عام ht…",45,0,Twitter for iPhone,2022-04-02 21:43:03+00:00,3322804560,helloemiliaa,اميلي,2015-08-21 22:34:39+00:00,إذا اخترت الحياة على الهامش فـ أعلم إنك ستموت بدون عنوان !! .,المملكة العربية السعودية . جده,45,ok,3,135,1,45,Positive,رئيس هيئه الرقابه ومكافحه الفساد يرفع التهنئه للقياده بمناسبه حلول شهر رمضان المبارك واس عام,"['رئيس', 'هيئه', 'الرقابه', 'ومكافحه', 'الفساد', 'يرفع', 'التهنئه', 'للقياده', 'بمناسبه', 'حلول', 'شهر', 'رمضان', 'المبارك', 'واس', 'عام']","رئيس, هيئه, الرقابه, ومكافحه, الفساد, يرفع, التهنئه, للقياده, بمناسبه, حلول, شهر, رمضان, المبارك, واس, عام",لمملكة العربية السعودية,Corruption,1,"Head, body, control, combing, corruption, raising, congratulations, leadership, on, solutions, month, Ramadan, blessed, sapa"
127,63,1510394309023080456,"#هيئة_الرقابة_ومكافحة_الفساد
شوفوا شغلكم لاهنتوا 
الموقع : مركز تبالة بمحافظة بيشة https://t.co/BfmB1nzJGZ",2,1,Twitter for iPhone,2022-04-02 23:10:39+00:00,3252101652,alibinnajdi,بن نجدي,2015-06-21 23:51:25+00:00,‏يقيني بالله يقيني,السعودية _ الجبيل ,3,ok,0,0,0,0,Neutral,هيئه الرقابه ومكافحه الفساد شوفوا شغلكم لاهنتوا الموقع مركز تباله بمحافظه بيشه,"['هيئه', 'الرقابه', 'ومكافحه', 'الفساد', 'شوفوا', 'شغلكم', 'لاهنتوا', 'الموقع', 'مركز', 'تباله', 'بمحافظه', 'بيشه']","هيئه, الرقابه, ومكافحه, الفساد, شوفوا, شغلكم, لاهنتوا, الموقع, مركز, تباله, بمحافظه, بيشه",الجبيل,Corruption,0,"His body, control, fight, corruption, show, your work, Lahntawa, Location, Location, Center,"
